budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Component1,Component2,Component3,Component4,Component5,cluster,Segment
0.0,Dimension Films,USA,Malcolm D. Lee,Comedy,12081447.0,Soul Men,R,2008-11-07,100,6.5,Samuel L. Jackson,8179,Robert Ramsey,2008,-0.8609600054716884,0.297408340752793,-0.2840401471472306,-0.09229023159133734,0.19593459388940968,1,second
0.0,Focus Features,UK,Bharat Nalluri,Comedy,12294036.0,Miss Pettigrew Lives for a Day,PG-13,2008-03-07,92,7.1,Frances McDormand,23423,David Magee,2008,-0.7749297543232254,0.4898156227634809,-0.9312403805707451,-0.4037803113022888,0.10602296272353165,1,second
0.0,The Weinstein Company,USA,John Madden,Crime,17007.0,Killshot,R,2009-09-04,95,6.0,Thomas Jane,19103,Hossein Amini,2008,-1.1678440107884176,-0.11381503093628909,-0.28085307495865225,0.15921822113110606,-0.025064764579116956,3,fourth
9000000.0,Purple Pictures,USA,Tom Putnam,Comedy,27696.0,The Hottie & the Nottie,PG-13,2008-02-21,91,1.9,Paris Hilton,34253,Heidi Ferrer,2008,-2.260409814079995,-3.14229366458452,1.384626487216309,2.070726865954034,-0.2149212274787598,3,fourth
40000000.0,Paramount Pictures,USA,Steven Brill,Comedy,32853640.0,Drillbit Taylor,PG-13,2008-03-21,110,5.7,Owen Wilson,52554,Kristofor Brown,2008,-0.010963697225088588,-0.53641360735152,0.6093153584078447,0.05951928338065473,-0.14383169311815197,3,fourth
25000000.0,Rhombus Media,Canada,Fernando Meirelles,Drama,3073392.0,Ceguera,R,2008-10-03,121,6.6,Julianne Moore,62356,Jos� Saramago,2008,0.03358509778208794,0.7220957872554806,0.6004441361938452,0.035213165057097706,-0.2941628690757796,1,second
0.0,Castle Rock Entertainment,USA,Marcos Siega,Comedy,237958.0,Chaos Theory,PG-13,2008-10-16,87,6.7,Ryan Reynolds,29075,Daniel Taplitz,2008,-1.0739697668682964,0.14708963868126057,-0.9571943427371766,-0.22798177800842584,-0.09960926223571824,1,second
500000.0,Samuel Goldwyn Films,USA,Alex Kendrick,Drama,33456317.0,Fireproof,PG,2008-09-26,100,6.6,Kirk Cameron,18256,Alex Kendrick,2008,-0.5895250693364209,0.23792316643211742,-0.3968441198652848,-0.11540780390563697,0.4419503882946871,1,second
0.0,Film4,UK,Mike Leigh,Comedy,3494485.0,Happy-Go-Lucky,R,2008-11-21,118,7.0,Sally Hawkins,33585,Mike Leigh,2008,-0.34680157363015757,1.1864132132510379,0.1993528370888675,0.011133767564205246,0.11775935064014569,1,second
8500000.0,Twisted Pictures,USA,Darren Lynn Bousman,Horror,140244.0,Repo! The Genetic Opera,R,2008-11-20,98,6.7,Paul Sorvino,21319,Darren Smith,2008,-0.7852328288069571,0.3558564491059659,-0.40949172849224186,-0.25744727915920895,-0.12788905843792492,1,second
12000000.0,LightWave Entertainment,USA,Darnell Martin,Biography,8195551.0,Cadillac Records,R,2008-12-05,109,7.0,Adrien Brody,16677,Darnell Martin,2008,-0.38743835555389805,0.7791779243003643,-0.055722489991292666,-0.3543726119502444,0.010570039654268282,1,second
1500000.0,Ponty Up Pictures,Canada,Bruce McDonald,Fantasy,3478.0,Pontypool,NOT RATED,2009-09-18,93,6.7,Stephen McHattie,24539,Tony Burgess,2008,-0.960374253000222,0.29653276039520743,-0.6796742447738228,-0.2011096281640494,-0.07373275575506805,1,second
80000000.0,New Line Cinema,Germany,Seth Gordon,Comedy,120146040.0,Ni en tu casa ni en la m�a,PG-13,2008-11-26,88,5.6,Reese Witherspoon,52146,Matt Allen,2008,0.8570478389371822,-2.1532416008015707,-0.16431449647890742,-0.7925850046871771,0.3302726266685272,4,
20000000.0,DreamWorks,USA,David Koepp,Comedy,13214030.0,Ghost Town,PG-13,2008-09-19,102,6.7,Ricky Gervais,63093,David Koepp,2008,-0.2698584148335943,0.2656057579703204,-0.3043847076293562,-0.1723042114538683,-0.20920012909051375,1,second
30000000.0,Broadway Video,USA,Michael McCullers,Comedy,60269340.0,Baby Mama,PG-13,2008-04-25,100,6.0,Tina Fey,36032,Michael McCullers,2008,-0.0622195686059494,-0.6534122229340557,-0.02537573750356201,-0.17105593210326417,0.3417636277052977,3,fourth
1200000.0,Garbus Kroupa Entertainment,USA,James Bolton,Drama,6319.0,Dream Boy,R,2008-12-11,90,6.2,Stephan Bender,3250,James Bolton,2008,-1.2536935050480913,-0.1274623247482612,-0.5263617946777382,-0.09506661802841,-0.025931204675211154,1,second
58000000.0,Universal Pictures,USA,George Clooney,Comedy,31199215.0,Leatherheads,PG-13,2008-04-04,114,6.0,George Clooney,28721,Duncan Brantley,2008,0.2764219862192804,-0.4099521453996161,0.8460812932995964,-0.4140154796074735,-0.31813742615585594,4,
10000000.0,Gold Circle Films,USA,Jeff Lowell,Comedy,7563670.0,Over Her Dead Body,PG-13,2008-02-01,95,5.2,Eva Longoria,22072,Jeff Lowell,2008,-1.1895154771110008,-0.8175758886679296,0.12081031147416395,0.4185569631882233,-0.07038411668488231,3,fourth
0.0,Beijing Film Studio,China,John Woo,Action,627047.0,Red Cliff,R,2009-12-04,150,7.4,Tony Chiu-Wai Leung,39046,John Woo,2008,0.3766429949997476,2.3573337169863895,1.3635697133798632,0.223043994118922,0.2575842301991047,0,first
35000000.0,Wild Bunch,France,Steven Soderbergh,Biography,1731665.0,Che: Part One,NOT RATED,2009-01-24,134,7.2,Julia Ormond,40064,Peter Buchman,2008,0.4847366403852649,1.38849697286859,1.022128011003406,-0.3584356747153849,-0.3052420740471426,0,first
40000000.0,Initial Entertainment Group (IEG),USA,Danny Pang,Action,15279680.0,Bangkok Dangerous,R,2008-09-05,99,5.4,Nicolas Cage,50355,Jason Richman,2008,-0.4775259298075237,-0.9437170336032742,0.319495973452246,0.0803719246762549,-0.435845269472885,3,fourth
12000000.0,Lionsgate,USA,David Moreau,Horror,31418697.0,The Eye,PG-13,2008-02-01,98,5.4,Jessica Alba,46394,Sebastian Gutierrez,2008,-0.7316448181319005,-0.7560445024299429,0.0553474115126209,0.4306893591250359,0.16472638409363222,3,fourth
62000000.0,Paramount Pictures,UK,Marco Schnabel,Comedy,32235793.0,The Love Guru,PG-13,2008-06-20,87,3.8,Mike Myers,45014,Mike Myers,2008,-0.7525491810971121,-2.7141400158131157,0.6590785542844446,0.37038957153628366,-0.5691037342444735,3,fourth
3000000.0,Fox Searchlight Pictures,USA,Clark Gregg,Comedy,2926565.0,Choke,R,2008-09-26,92,6.5,Sam Rockwell,29460,Clark Gregg,2008,-0.9715519115856809,0.0983498718213406,-0.6427097929092865,-0.1136621196055474,-0.07589775538674835,1,second
8500000.0,Lucasfilm Animation,USA,Dave Filoni,Animation,35161554.0,Star Wars: The Clone Wars,PG,2008-08-15,98,5.9,Matt Lanter,45749,Henry Gilroy,2008,-0.6001154829083434,-0.39518935322888854,-0.19659295494199702,0.2287052121748173,0.26364268105415184,3,fourth
15000000.0,Filmax International,UK,Brad Anderson,Crime,2203641.0,Transsiberian,R,2008-09-05,111,6.7,Woody Harrelson,44948,Brad Anderson,2008,-0.3374337521541703,0.6305432859502758,0.11403279339327403,-0.07792251835145439,-0.17921726700524215,1,second
25000000.0,Paramount Pictures,USA,Kimberly Peirce,Drama,10911750.0,Stop-Loss,R,2008-03-28,112,6.5,Ryan Phillippe,18404,Mark Richard,2008,-0.27422607978112956,0.3589254027725121,0.3747464822779115,-0.251244500847033,-0.11776109847478729,1,second
5000000.0,Jackson Income Fund,USA,Michael Keaton,Crime,346286.0,The Merry Gentleman,R,2009-12-04,110,6.6,Michael Keaton,2365,Ron Lazzeretti,2008,-0.7061232706019223,0.6532053511929438,0.17015118045850347,-0.11341927065681784,0.05015275752038472,1,second
20000000.0,Ecosse Films,UK,Julian Jarrold,Drama,6414563.0,Brideshead Revisited,PG-13,2008-08-15,100,6.7,Matthew Goode,10581,Andrew Davies,2008,-0.5830698791738957,0.2474969479077238,-0.22461797089078936,-0.45608287593846336,-0.15883067910339668,1,second
60000000.0,Twentieth Century Fox Film Corporation,USA,Brian Robbins,Adventure,11802056.0,Meet Dave,PG,2008-07-11,90,4.9,Eddie Murphy,33540,Rob Greenberg,2008,-0.6335339520987827,-1.735818745671734,0.35916427671899426,-0.14581051890439956,-0.7603071061764098,3,fourth
0.0,Isabella Films B.V.,Netherlands,Martin Koolhoven,Drama,542860.0,Oorlogswinter,R,2008-11-27,103,7.0,Martijn Lakemeier,10819,Mieke de Jong,2008,-0.7523871298163415,0.7903650271228364,-0.3627142275265152,-0.2787746810057011,0.05404897841868572,1,second
5000000.0,Shocking Bottle,USA,Randall Miller,Comedy,4040588.0,Bottle Shock,PG-13,2008-09-05,110,6.8,Chris Pine,13051,Jody Savin,2008,-0.570775645256556,0.7699572723811138,0.04360341301279094,-0.1604434694141597,0.0678862442860763,1,second
0.0,Lookout Films,USA,Jason Freeland,Drama,19853.0,Garden Party,NOT RATED,2008-05-30,88,5.6,Erik Smith,3113,Jason Freeland,2008,-1.4829342735516344,-0.5819685474167442,-0.35366816969204024,0.19161465621608104,-0.02093720617806568,3,fourth
10000000.0,Canal+ Espa�a,Spain,�lex de la Iglesia,Crime,3607.0,The Oxford Murders,R,2010-07-02,104,6.1,Elijah Wood,24282,�lex de la Iglesia,2008,-0.8152643927276074,0.09237453737536423,0.11170825795755894,0.10135424668660226,-0.12231699980550834,1,second
0.0,Roadside Attractions,USA,Cyrus Nowrasteh,Drama,655647.0,The Stoning of Soraya M.,R,2011-05-13,100,8.0,Shohreh Aghdashloo,15433,Betsy Giffen Nowrasteh,2008,-0.4983281070606399,1.3953469195617019,-0.945080069725858,-0.7809940757588678,0.023784491465550884,1,second
22000000.0,Overture Films,USA,Jeffrey Nachmanoff,Action,23530831.0,Traitor,PG-13,2008-08-27,114,7.0,Don Cheadle,50958,Jeffrey Nachmanoff,2008,0.11762721027409945,0.7195412369225446,0.0977408580371855,-0.27607149992227603,0.0073421310811340075,1,second
21000000.0,Touchstone Pictures,USA,Joshua Michael Stern,Comedy,16284360.0,Swing Vote,PG-13,2008-08-01,120,6.1,Kevin Costner,15740,Jason Richman,2008,-0.2522847325529453,0.3165058283713563,0.8574876632132442,0.07776043027136847,0.06394253119234475,1,second
10000000.0,Barunson,South Korea,Jee-woon Kim,Action,128486.0,The Good the Bad the Weird,R,2008-07-17,120,7.3,Kang-ho Song,28325,Jee-woon Kim,2008,-0.14243535990103537,1.3567408985493765,0.24463284913840055,-0.27742632792187216,-0.03587228829267213,1,second
25000000.0,2929 Productions,USA,Barry Levinson,Comedy,1090947.0,What Just Happened,R,2008-10-31,104,5.7,Robert De Niro,24511,Art Linson,2008,-0.7249347315356299,-0.3542054197731194,0.39321622270743184,0.08556980657835582,-0.3132706460679125,3,fourth
0.0,Dimension Films,USA,Larry Bishop,Action,194287.0,Hell Ride,R,2009-01-17,84,5.1,Larry Bishop,14535,Larry Bishop,2008,-1.6571392551276674,-1.0362517062446266,-0.33447831915817733,0.44710591236048675,-0.07582228013650377,3,fourth
27000000.0,Alcon Entertainment,Japan,Eric Valette,Horror,26876529.0,One Missed Call,PG-13,2008-01-04,87,4.0,Edward Burns,27947,Andrew Klavan,2008,-1.2699421213441908,-2.161006611270762,0.3796326749977449,0.6852679612545708,-0.11270041161392615,3,fourth
18000000.0,Senator Entertainment Co,Germany,Gregor Jordan,Crime,300000.0,The Informers,R,2009-04-24,98,5.1,Billy Bob Thornton,14783,Bret Easton Ellis,2008,-1.1526038378295724,-0.8505095868790449,0.38459344004799734,0.35912475359732454,-0.23613036644354649,3,fourth
1500000.0,Bridgit Folman Film Gang,Israel,Ari Folman,Animation,2283276.0,Waltz with Bashir,R,2009-07-15,90,8.0,Ari Folman,48937,Ari Folman,2008,-0.5188208273773245,1.0962638151335662,-1.4557841769793969,-0.7519978658742192,-0.13281041830367551,1,second
25000000.0,Exodus Film Group,USA,Tony Leondis,Animation,19528602.0,Igor,PG,2008-09-19,87,6.0,John Cusack,20476,Chris McKenna,2008,-0.8102404822747907,-0.7212975251973486,-0.4829454295129114,-0.29820680069090555,-0.1611780656254179,3,fourth
0.0,Path� Renn Productions,France,Dany Boon,Comedy,1477650.0,Welcome to the Sticks,NOT RATED,2008-02-27,106,7.1,Kad Merad,33194,Dany Boon,2008,-0.5666658694395681,0.9371752187293729,-0.3462790624886368,-0.1798443701647489,0.019660341842308623,1,second
20000000.0,Pelican Productions LLC (I),USA,Fred Wolf,Adventure,6563357.0,Strange Wilderness,R,2008-02-01,100,5.3,Steve Zahn,19380,Peter Gaulke,2008,-0.9542167603601471,-0.7159284556527935,0.36904841258653315,0.27443779453203854,-0.1820454162058692,3,fourth
60000000.0,Universal Pictures,UK,Sam Fell,Animation,50877145.0,The Tale of Despereaux,G,2008-12-19,93,6.1,Matthew Broderick,32512,Kate DiCamillo,2008,0.1256588925058296,-1.0533093453386821,-0.12110006412972593,-0.7367040705013752,-0.22380934255560833,3,fourth
0.0,Constantin Film,Germany,Uli Edel,Action,476270.0,The Baader Meinhof Complex,R,2008-09-25,150,7.4,Martina Gedeck,31532,Bernd Eichinger,2008,0.3447826812441398,2.3578642830087193,1.3854003411352533,0.18512197198863797,0.2773724871155666,0,first
0.0,Harbinger Pictures,USA,Tate Taylor,Comedy,6537.0,Pretty Ugly People,R,2008-04-12,99,5.0,Missi Pyle,1567,Tate Taylor,2008,-1.454309995051761,-0.6924998819433744,0.38054051736870476,0.6077245900034431,0.050051516186556136,3,fourth
0.0,"Tyler Perry Company, The",USA,Tyler Perry,Comedy,41939392.0,Meet the Browns,PG-13,2008-03-21,100,4.1,Tamela J. Mann,5913,Tyler Perry,2008,-1.2977408610493633,-1.5256065324870725,0.7234195123418243,1.0471467623630744,0.5970727100264445,3,fourth
25000000.0,Edward R. Pressman Film,USA,Simon Hunter,Action,6820.0,Mutant Chronicles,R,2010-01-08,111,5.2,Thomas Jane,24230,Philip Eisner,2008,-0.7481322556861301,-0.4996004193326262,0.912873108160597,0.4127520468369611,-0.2843003077135057,3,fourth
25000000.0,CinemaNX,UK,Richard Linklater,Drama,1186957.0,Me and Orson Welles,PG-13,2009-12-18,114,6.8,Zac Efron,9720,Robert Kaplow,2008,-0.2724643079559336,0.675880693979682,0.37107445947640916,-0.41040021466741394,-0.20889399114830637,1,second
6000000.0,Occupant Entertainment,UK,Jonathan Levine,Comedy,2077116.0,The Wackness,R,2008-08-01,99,7.0,Josh Peck,28052,Jonathan Levine,2008,-0.6663857357166407,0.6063449011491119,-0.5410750713288521,-0.32485956415108913,-0.0817418537922533,1,second
0.0,Nimbus Film Productions,Denmark,Ole Christian Madsen,Drama,145109.0,Flame & Citron,NOT RATED,2008-03-28,130,7.3,Thure Lindhardt,15298,Lars Kristian Andersen,2008,-0.13500740428453734,1.740875856377236,0.6324529547257614,-0.08395897768478686,0.19908630942431196,0,first
0.0,Walt Disney Pictures,USA,Roger Kumble,Adventure,45588608.0,College Road Trip,G,2008-03-07,83,4.3,Raven-Symon�,13864,Emi Mochizuki,2008,-1.4983875468998722,-1.8756932752935753,-0.11289964319452099,0.7855739580623288,0.5192961979123354,3,fourth
20000000.0,Mandeville Films,USA,Raja Gosnell,Adventure,94514402.0,Beverly Hills Chihuahua,PG,2008-10-03,91,3.7,Drew Barrymore,18775,Analisa LaBianco,2008,-0.7932033030445987,-2.570704923891243,0.520319094736748,0.8748483994550885,0.9262629598986915,3,fourth
3500000.0,Lago Film,USA,Jennifer Lynch,Crime,27349.0,Surveillance,R,2009-04-24,97,6.4,Julia Ormond,15448,Kent Harper,2008,-0.9820137952343662,0.17748729417151626,-0.33780162410334497,-0.0811867744934923,-0.05009912560301801,1,second
0.0,Go Films,USA,Ryan Little,Drama,630649.0,Forever Strong,PG-13,2008-09-26,100,7.3,Sean Faris,9361,David Pliler,2008,-0.7272926302658845,0.9137353211051968,-0.6180480085547564,-0.46867542993519323,0.04121520766618901,1,second
5000000.0,Huntington Prep,USA,Mickey Liddell,Drama,13350177.0,The Haunting of Molly Hartley,PG-13,2008-10-31,82,3.9,Haley Bennett,8232,John Travis,2008,-1.885471457003819,-2.0477726126261033,0.13903783214654494,0.8978438636284051,0.035990062530597916,3,fourth
0.0,Warp X,UK,Oliver Blackburn,Crime,18378.0,Donkey Punch,R,2008-07-18,99,5.2,Sian Breckin,9738,Oliver Blackburn,2008,-1.3627359972770414,-0.5546336312978071,0.2686557410452411,0.5510781442342493,0.02647933092536719,3,fourth
0.0,Screen Gems,USA,David E. Talbert,Comedy,37931869.0,First Sunday,PG-13,2008-01-11,100,4.3,Ice Cube,8271,David E. Talbert,2008,-1.266392390461478,-1.3648324777631935,0.636327810947785,0.9644624396007527,0.5373076238653429,3,fourth
22000000.0,Big City Pictures,USA,Callie Khouri,Comedy,20668843.0,Mad Money,PG-13,2008-01-18,104,5.8,Diane Keaton,17753,Glenn Gers,2008,-0.5839449815173192,-0.3655462420440461,0.30720490920547944,0.028200593359111573,0.005595538193392611,3,fourth
35000000.0,Universal Pictures,USA,Malcolm D. Lee,Comedy,42436517.0,"Welcome Home, Roscoe Jenkins",PG-13,2008-02-08,100,5.4,Martin Lawrence,11439,Malcolm D. Lee,2008,-0.4341359866964462,-1.0194847153795406,0.3823734706957231,-0.05715892226031864,0.10960934869279984,3,fourth
0.0,Haut et Court,France,Laurent Cantet,Drama,3766595.0,The Class,PG-13,2009-03-13,128,7.5,Fran�ois B�gaudeau,30748,Laurent Cantet,2008,-0.019169994709926308,1.8033239279658104,0.40797028793504386,-0.13041375007061312,0.1899522571897911,0,first
8000000.0,Kulture Machine,USA,Dennis Lee,Drama,3393161.0,Fireflies in the Garden,R,2009-11-13,99,6.5,Ryan Reynolds,11269,Robert Frost,2008,-0.8421181640193011,0.23206118839786433,-0.2602009856909179,-0.1941994253284187,-0.042914231538344866,1,second
45000000.0,40 Acres & A Mule Filmworks,USA,Spike Lee,Action,7916887.0,Miracle at St. Anna,R,2008-09-26,160,6.0,Derek Luke,16239,James McBride,2008,0.7215901477344566,1.1304417317013395,2.777867272709442,0.2694097820705833,-0.1334896831186831,0,first
7000000.0,Sony Pictures Classics,USA,David Mamet,Drama,2344847.0,Redbelt,R,2008-05-09,99,6.8,Chiwetel Ejiofor,19183,David Mamet,2008,-0.7451685436768692,0.45582295278603796,-0.42059302182177005,-0.28612071678985784,-0.06610608064442579,1,second
10000000.0,Picturehouse,USA,Patricia Rozema,Drama,17655201.0,Kit Kittredge: An American Girl,G,2008-07-02,101,6.6,Abigail Breslin,4988,Ann Peacock,2008,-0.6441056801977776,0.2512603313968108,-0.21655744242255004,-0.2917264020816839,0.14827495870099486,1,second
13000000.0,Lakeshore Entertainment,USA,Isabel Coixet,Drama,3581642.0,Elegy,R,2008-08-29,112,6.8,Ben Kingsley,20231,Nicholas Meyer,2008,-0.4030577913808724,0.739763548637307,0.16571116121780557,-0.2131747433091442,-0.05607110471162452,1,second
0.0,Picture Farm,UK,Rupert Wyatt,Crime,13023.0,The Escapist,NOT RATED,2008-06-20,102,6.8,Brian Cox,15204,Daniel Hardy,2008,-0.8168284825428199,0.6285814368476198,-0.3279668270216145,-0.16991713973056607,0.028344720215460334,1,second
6500000.0,Element Films,USA,Deb Hagan,Comedy,4693919.0,College,R,2008-08-29,100,4.6,Drake Bell,11342,Dan Callahan,2008,-1.3844776848444176,-1.0383256285960418,0.6087346924203271,0.7692057645459366,0.0010018276800365519,3,fourth
0.0,La Petite Reine,France,Jean-Fran�ois Richet,Action,551660.0,Mesrine Part 1: Killer Instinct,R,2008-10-22,113,7.6,Vincent Cassel,28237,Jacques Mesrine,2008,-0.31581997042742627,1.478489477638898,-0.2558144157648858,-0.3665384791597303,0.06403859289719166,1,second
0.0,Niama Film,Germany,Nikolai M�llersch�n,Action,36569.0,The Red Baron,PG-13,2008-04-10,106,6.4,Matthias Schweigh�fer,10306,Nikolai M�llersch�n,2008,-0.876765479408788,0.4629689188153527,0.031793634136591295,0.048518383605249696,0.06714208031990788,1,second
0.0,Louisiana Producers Film Source,USA,Tyler Perry,Drama,37019849.0,The Family That Preys,PG-13,2008-09-12,100,5.4,Kathy Bates,6087,Tyler Perry,2008,-0.9628367733842069,-0.6030588178490025,0.15793750448764546,0.4151034234997062,0.5313476479713356,3,fourth
9000000.0,Bona Fide Productions,USA,Andrew Fleming,Comedy,4881867.0,Hamlet 2,R,2008-08-27,92,6.4,Steve Coogan,15574,Pam Brady,2008,-0.9607757460830002,-0.048406266887133606,-0.5196804934626751,-0.2214450624899745,-0.09171833687779804,1,second
10000000.0,New Crime Productions,USA,Joshua Seftel,Action,580862.0,"War, Inc.",R,2008-06-13,107,5.7,John Cusack,20411,Mark Leyner,2008,-0.8850744266321668,-0.10385271141322065,0.42518772004914007,0.31271411680352823,-0.08523881488339398,3,fourth
130000000.0,Warner Bros.,USA,Zack Snyder,Action,107509799.0,Watchmen,R,2009-03-06,162,7.6,Jackie Earle Haley,419061,David Hayter,2009,4.879846399187659,0.7938811973196636,1.4079410592293622,0.26292069899257664,-1.1351515224501545,2,third
237000000.0,Twentieth Century Fox Film Corporation,UK,James Cameron,Action,760507625.0,Avatar,PG-13,2009-12-18,162,7.8,Sam Worthington,954412,James Cameron,2009,14.461968066085294,-3.9870075608301874,-0.7701366713380283,0.8111380041662284,4.469937165855436,2,third
75000000.0,Universal Pictures,USA,Quentin Tarantino,Adventure,120540719.0,Inglourious Basterds,R,2009-08-21,153,8.3,Brad Pitt,988686,Quentin Tarantino,2009,6.622937712975203,1.5843874987182518,-1.3338101709620958,3.4645795237632973,-1.91807143577974,2,third
150000000.0,Paramount Pictures,USA,J.J. Abrams,Action,257730019.0,Star Trek,PG-13,2009-05-08,127,8.0,Chris Pine,532987,Roberto Orci,2009,6.421551298205818,-0.9734742046964955,-0.7339115588277446,-0.17922134681526591,0.032207967747139674,2,third
35000000.0,Warner Bros.,USA,Todd Phillips,Comedy,277322503.0,The Hangover,R,2009-06-05,100,7.8,Zach Galifianakis,622881,Jon Lucas,2009,4.887632776079772,-0.6951439213460715,-2.9063856487263138,1.6643365360954974,1.436531831152268,2,third
250000000.0,Warner Bros.,UK,David Yates,Adventure,301959197.0,Harry Potter and the Half-Blood Prince,PG,2009-07-15,153,7.5,Daniel Radcliffe,362271,Steve Kloves,2009,7.790058441529872,-1.9671099528293445,1.700740602946298,-1.9427157387380338,-0.09681298162911826,2,third
40000000.0,Twentieth Century Fox Film Corporation,USA,Wes Anderson,Animation,21002919.0,Fantastic Mr. Fox,PG,2009-11-25,87,7.8,George Clooney,154247,Roald Dahl,2009,0.4668849752415511,0.3491388029420843,-1.5577650196679134,-0.716228036660633,-0.7345813573107968,1,second
23600000.0,Columbia Pictures,USA,Ruben Fleischer,Adventure,75590286.0,Zombieland,R,2009-10-02,88,7.7,Jesse Eisenberg,419201,Rhett Reese,2009,1.8149901402946558,0.18570082800997198,-2.458378691232734,0.871956404118898,-0.5522374075276337,4,
25000000.0,Paramount Pictures,USA,Jason Reitman,Drama,83823381.0,Up in the Air,R,2009-12-23,109,7.4,George Clooney,283498,Walter Kirn,2009,1.6711386457915374,0.48721060956236856,-1.0570298346906426,0.5530186678540417,0.05772076272240565,4,
29000000.0,Alcon Entertainment,USA,John Lee Hancock,Biography,255959475.0,The Blind Side,PG-13,2009-11-20,100,7.7,Quinton Aaron,242741,John Lee Hancock,2009,3.042975859511779,-0.5918330907155505,-1.7728931443365255,-0.10873397561188784,2.338300608235906,4,
19000000.0,New Line Cinema,USA,Marcus Nispel,Horror,65002019.0,Friday the 13th,R,2009-02-13,97,5.6,Jared Padalecki,80586,Damian Shannon,2009,-0.15602257989509175,-0.9150871760590087,-0.19114347736462392,0.36666127214944416,0.4071663020353623,3,fourth
90000000.0,Warner Bros.,USA,Guy Ritchie,Action,209028679.0,Sherlock Holmes,PG-13,2009-12-25,128,7.6,Robert Downey Jr.,511547,Michael Robert Johnson,2009,5.008585424283786,-0.28060483904253025,-0.7845679572917509,0.8094195691014061,0.2767370371209948,2,third
200000000.0,Columbia Pictures,USA,Roland Emmerich,Action,166112167.0,2012,PG-13,2009-11-13,158,5.8,John Cusack,303766,Roland Emmerich,2009,5.260331199035307,-1.667987698610741,2.7482220899183734,-0.5251411173547088,-1.0068489670769265,2,third
60000000.0,Focus Features,USA,Henry Selick,Animation,75286229.0,Coraline,PG,2009-02-06,100,7.7,Dakota Fanning,161158,Henry Selick,2009,1.470247355588791,0.10459517068633462,-0.9511726253700901,-0.8073471267423724,-0.23257982238029004,4,
150000000.0,Twentieth Century Fox Film Corporation,USA,Gavin Hood,Action,179883157.0,X-Men Origins: Wolverine,PG-13,2009-05-01,107,6.7,Hugh Jackman,397838,David Benioff,2009,4.402768503635841,-1.9743773557075264,-0.4584870130000028,-0.39685484546252797,-0.7240691768246307,2,third
175000000.0,Pixar Animation Studios,USA,Pete Docter,Animation,293004164.0,Up,PG,2009-05-29,96,8.3,Edward Asner,743601,Pete Docter,2009,7.420241427631435,-2.0878323477375105,-2.6710213188575547,-0.00901996367460694,-0.6415530438820324,2,third
47000000.0,Pan Europ�enne,Belgium,Jaco Van Dormael,Drama,3600.0,Mr. Nobody,R,2013-09-26,141,7.9,Jared Leto,173190,Jaco Van Dormael,2009,1.503709987970286,1.9460716438872088,0.7161667463780339,-0.11287841498703745,-0.8354880664492144,0,first
11000000.0,StudioCanal,USA,Atom Egoyan,Drama,3074838.0,Chloe,R,2010-03-26,96,6.3,Julianne Moore,60262,Erin Cressida Wilson,2009,-0.7225990968685149,-0.016907777539065805,-0.41661303335829253,0.07433963855101401,-0.2481607664198758,1,second
0.0,Vinod Chopra Productions,India,Rajkumar Hirani,Adventure,6532908.0,3 Idiots,PG-13,2009-12-25,170,8.4,Aamir Khan,250762,Rajkumar Hirani,2009,1.9627785655200438,3.5700437366184437,1.1471912892038114,1.0362384567091767,-0.157341287773811,0,first
7500000.0,Fox Searchlight Pictures,USA,Marc Webb,Comedy,32391374.0,500 Days of Summer,PG-13,2009-08-07,95,7.7,Zooey Deschanel,407875,Scott Neustadter,2009,1.2983444226336447,0.8037994267598969,-2.158257091731248,1.1613824368391066,-0.8273861007594986,1,second
200000000.0,"Halcyon Company, The",USA,McG,Action,125322469.0,Terminator Salvation,PG-13,2009-05-21,115,6.6,Christian Bale,301842,John Brancato,2009,4.293179028418201,-2.063848560060076,0.6671809495237065,-1.400197708323806,-1.7998613317476755,4,
5000000.0,Liberty Films UK,UK,Duncan Jones,Drama,5009677.0,Moon,R,2009-07-10,97,7.9,Sam Rockwell,283589,Duncan Jones,2009,0.6082794949876293,1.1760777282198411,-1.768687286111968,0.5161155419632495,-0.7823288226460224,1,second
200000000.0,DreamWorks,USA,Michael Bay,Action,402111870.0,Transformers: Revenge of the Fallen,PG-13,2009-06-24,150,6.0,Shia LaBeouf,343549,Ehren Kruger,2009,7.478756025255465,-3.1088093169023074,1.7300786366199616,-0.7156848157524944,1.943732830083254,2,third
2000000.0,Tornasol Films,Argentina,Juan Jos� Campanella,Drama,20167424.0,The Secret in Their Eyes,R,2010-05-21,129,8.2,Ricardo Dar�n,149747,Eduardo Sacheri,2009,0.8624826755099816,2.201069064030805,-0.2191836822915788,0.09879898201866168,0.0400759680502374,0,first
13000000.0,Yellow Bird,Sweden,Niels Arden Oplev,Drama,10095170.0,The Girl with the Dragon Tattoo,R,2010-04-30,152,7.8,Michael Nyqvist,185107,Nikolaj Arcel,2009,1.380327269100099,2.496242699110519,0.9266340233331337,0.5984783739141829,-0.20622995121439738,0,first
30000000.0,Twentieth Century Fox Film Corporation,USA,James Wong,Action,9353573.0,Dragonball: Evolution,PG,2009-04-10,85,2.6,Justin Chatwin,60877,Ben Ramsey,2009,-1.7032339242460166,-3.1094514927685486,0.8770198162289651,1.486897402706593,-0.4921018841786577,3,fourth
